Fecha,Tarde/Noche,Centena,Fijo,1er Corrido,2do Corrido
02-07-2009,N,3,78,35,90
03-07-2009,T,1,93,36,34
03-07-2009,N,3,11,96,46
04-07-2009,T,4,05,92,38
04-07-2009,N,0,33,90,07
05-07-2009,T,6,08,14,15
05-07-2009,N,7,59,25,15
06-07-2009,T,4,60,42,92
06-07-2009,N,7,49,79,78
07-07-2009,T,7,00,11,48
07-07-2009,N,4,59,11,84
08-07-2009,T,5,11,40,03
08-07-2009,N,4,96,95,11
09-07-2009,T,3,42,34,55
09-07-2009,N,9,43,33,95
10-07-2009,T,8,21,37,51
10-07-2009,N,5,08,72,62
11-07-2009,T,8,71,92,36
11-07-2009,N,5,62,09,48
12-07-2009,T,0,37,44,51
12-07-2009,N,8,71,95,51
13-07-2009,T,1,32,05,20
13-07-2009,N,7,48,72,34
14-07-2009,T,9,29,73,04
14-07-2009,N,8,00,77,26
15-07-2009,T,1,03,14,80
15-07-2009,N,9,08,60,68
16-07-2009,T,9,73,77,24
16-07-2009,N,0,53,38,95
17-07-2009,T,5,08,26,32
17-07-2009,N,4,94,43,42
18-07-2009,T,7,44,03,72
18-07-2009,N,7,52,23,85
19-07-2009,T,1,09,50,91
19-07-2009,N,4,57,47,66
20-07-2009,T,2,77,16,16
20-07-2009,N,0,67,33,26
21-07-2009,T,1,48,71,29
21-07-2009,N,1,70,76,80
22-07-2009,T,4,73,91,66
22-07-2009,N,2,60,53,00
23-07-2009,T,1,65,27,85
23-07-2009,N,2,53,85,12
24-07-2009,T,1,11,05,64
24-07-2009,N,9,47,07,55
25-07-2009,T,5,03,58,22
25-07-2009,N,2,61,57,11
26-07-2009,T,4,31,50,05
26-07-2009,N,8,01,11,62
27-07-2009,T,5,84,51,69
27-07-2009,N,8,42,08,82
28-07-2009,T,0,70,08,39
28-07-2009,N,3,94,42,99
29-07-2009,T,0,03,44,15
29-07-2009,N,2,14,07,57
30-07-2009,T,3,72,69,50
30-07-2009,N,5,50,11,16
31-07-2009,T,6,87,32,06
31-07-2009,N,1,89,12,02
01-08-2009,T,0,19,89,59
01-08-2009,N,1,89,31,56
02-08-2009,T,5,63,56,75
02-08-2009,N,1,99,21,33
03-08-2009,T,5,58,92,46
03-08-2009,N,5,41,60,40
04-08-2009,T,6,92,41,36
04-08-2009,N,9,98,31,42
05-08-2009,T,8,74,93,48
05-08-2009,N,8,90,74,23
06-08-2009,T,2,88,59,69
06-08-2009,N,7,14,43,67
07-08-2009,T,4,10,10,73
07-08-2009,N,2,74,20,35
08-08-2009,T,1,08,92,62
08-08-2009,N,2,55,32,53
09-08-2009,T,1,53,18,19
09-08-2009,N,4,76,34,20
10-08-2009,T,6,59,19,42
10-08-2009,N,1,35,98,17
11-08-2009,T,3,57,56,66
11-08-2009,N,3,04,93,45
12-08-2009,T,6,74,45,52
12-08-2009,N,3,17,95,71
13-08-2009,T,8,43,00,03
13-08-2009,N,4,99,58,30
14-08-2009,T,3,81,48,07
14-08-2009,N,1,78,65,18
15-08-2009,T,8,69,17,14
15-08-2009,N,5,97,57,94
16-08-2009,T,6,36,53,18
16-08-2009,N,3,83,34,68
17-08-2009,T,1,21,66,32
17-08-2009,N,9,12,55,10
18-08-2009,T,6,37,81,84
18-08-2009,N,3,18,17,28
19-08-2009,T,2,62,25,77
19-08-2009,N,5,93,88,77
20-08-2009,T,0,98,46,91
20-08-2009,N,5,96,40,92
21-08-2009,T,9,17,67,86
21-08-2009,N,8,39,42,13
22-08-2009,T,0,21,89,64
22-08-2009,N,0,76,39,96
23-08-2009,T,1,70,53,19
23-08-2009,N,7,24,16,66
24-08-2009,T,6,77,84,89
24-08-2009,N,8,26,15,43
25-08-2009,T,0,80,22,56
25-08-2009,N,0,16,09,66
26-08-2009,T,5,66,48,73
26-08-2009,N,9,02,27,05
27-08-2009,T,6,29,78,97
27-08-2009,N,2,28,36,94
28-08-2009,T,5,53,62,46
28-08-2009,N,9,89,08,49
29-08-2009,T,4,11,75,08
29-08-2009,N,2,73,24,78
30-08-2009,T,7,14,41,55
30-08-2009,N,6,05,83,98
31-08-2009,T,5,04,83,00
31-08-2009,N,4,57,45,26
01-09-2009,T,6,39,60,84
01-09-2009,N,5,64,18,76
02-09-2009,T,0,97,69,44
02-09-2009,N,4,97,50,76
03-09-2009,T,5,95,03,65
03-09-2009,N,6,27,77,26
04-09-2009,T,7,69,36,47
04-09-2009,N,5,70,64,04
05-09-2009,T,7,54,19,41
05-09-2009,N,7,76,05,98
06-09-2009,T,1,64,55,69
06-09-2009,N,4,99,60,51
07-09-2009,T,9,04,55,67
07-09-2009,N,2,36,06,35
08-09-2009,T,6,70,81,27
08-09-2009,N,3,55,45,94
09-09-2009,T,2,43,56,33
09-09-2009,N,5,46,76,32
10-09-2009,T,3,93,13,48
10-09-2009,N,6,04,19,00
11-09-2009,T,1,01,48,32
11-09-2009,N,7,74,44,09
12-09-2009,T,7,56,07,82
12-09-2009,N,0,10,25,31
13-09-2009,T,9,04,98,36
13-09-2009,N,5,96,41,65
14-09-2009,T,9,83,38,45
14-09-2009,N,8,35,58,57
15-09-2009,T,8,72,24,34
15-09-2009,N,2,95,80,17
16-09-2009,T,8,53,48,10
16-09-2009,N,0,18,75,34
17-09-2009,T,8,86,47,16
17-09-2009,N,1,82,74,11
18-09-2009,T,7,94,17,14
18-09-2009,N,0,60,74,61
19-09-2009,T,0,63,51,05
19-09-2009,N,2,70,62,23
20-09-2009,T,8,85,81,29
20-09-2009,N,8,04,06,40
21-09-2009,T,2,33,80,84
21-09-2009,N,4,92,93,43
22-09-2009,T,4,59,10,09
22-09-2009,N,3,87,52,38
23-09-2009,T,8,29,34,08
23-09-2009,N,7,99,63,63
24-09-2009,T,7,43,94,50
24-09-2009,N,0,90,37,84
25-09-2009,T,9,94,13,43
25-09-2009,N,5,18,25,64
26-09-2009,T,2,92,75,61
26-09-2009,N,6,78,71,86
27-09-2009,T,8,01,96,89
27-09-2009,N,4,53,50,15
28-09-2009,T,6,81,25,96
28-09-2009,N,1,71,58,03
29-09-2009,T,1,10,13,07
29-09-2009,N,3,71,10,11
30-09-2009,T,1,43,30,64
30-09-2009,N,2,92,19,17
01-10-2009,T,9,96,81,64
01-10-2009,N,2,53,61,68
02-10-2009,T,7,61,12,06
02-10-2009,N,9,56,55,67
03-10-2009,T,0,83,80,82
03-10-2009,N,4,56,36,63
04-10-2009,T,2,16,15,09
04-10-2009,N,1,96,42,71
05-10-2009,T,1,67,81,59
05-10-2009,N,5,26,34,18
06-10-2009,T,8,66,94,87
06-10-2009,N,2,02,75,49
07-10-2009,T,1,51,35,38
07-10-2009,N,4,77,33,51
08-10-2009,T,2,19,85,66
08-10-2009,N,3,90,06,41
09-10-2009,T,5,24,99,46
09-10-2009,N,0,14,55,78
10-10-2009,T,6,73,78,96
10-10-2009,N,4,12,44,98
11-10-2009,T,7,25,26,26
11-10-2009,N,8,80,45,32
12-10-2009,T,0,56,49,51
12-10-2009,N,4,11,50,45
13-10-2009,T,8,82,52,09
13-10-2009,N,3,58,21,79
14-10-2009,T,7,44,16,36
14-10-2009,N,8,70,81,68
15-10-2009,T,4,65,99,39
15-10-2009,N,6,16,33,00
16-10-2009,T,5,06,91,76
16-10-2009,N,5,84,03,99
17-10-2009,T,2,08,94,67
17-10-2009,N,0,78,78,39
18-10-2009,T,0,30,64,88
18-10-2009,N,7,09,71,82
19-10-2009,T,0,84,98,38
19-10-2009,N,9,48,63,93
20-10-2009,T,8,69,43,11
20-10-2009,N,4,65,89,36
21-10-2009,T,5,30,53,52
21-10-2009,N,7,85,12,66
22-10-2009,T,1,14,02,99
22-10-2009,N,9,71,11,73
23-10-2009,T,2,67,28,84
23-10-2009,N,9,31,32,40
24-10-2009,T,0,81,78,75
24-10-2009,N,1,69,13,50
25-10-2009,T,4,36,11,19
25-10-2009,N,5,74,58,22
26-10-2009,T,0,58,25,36
26-10-2009,N,3,74,61,44
27-10-2009,T,4,21,87,77
27-10-2009,N,2,89,97,13
28-10-2009,T,2,78,95,76
28-10-2009,N,4,34,54,49
29-10-2009,T,0,03,11,88
29-10-2009,N,5,86,09,43
30-10-2009,T,4,18,41,95
30-10-2009,N,6,38,88,43
31-10-2009,T,0,82,20,14
31-10-2009,N,6,91,28,37
01-11-2009,T,6,32,06,21
01-11-2009,N,5,48,59,00
02-11-2009,T,1,59,38,80
02-11-2009,N,3,43,42,46
03-11-2009,T,3,13,75,29
03-11-2009,N,0,37,77,70
04-11-2009,T,0,67,51,54
04-11-2009,N,6,46,70,45
05-11-2009,T,7,18,66,38
05-11-2009,N,1,75,74,61
06-11-2009,T,6,43,71,41
06-11-2009,N,2,88,58,15
07-11-2009,T,3,15,23,19
07-11-2009,N,3,87,42,99
08-11-2009,T,5,65,15,25
08-11-2009,N,1,14,78,91
09-11-2009,T,2,70,52,14
09-11-2009,N,1,13,76,35
10-11-2009,T,3,38,32,46
10-11-2009,N,9,81,60,74
11-11-2009,T,4,27,93,51
11-11-2009,N,0,88,99,12
12-11-2009,T,5,65,78,45
12-11-2009,N,2,46,99,77
13-11-2009,T,1,21,12,94
13-11-2009,N,4,09,82,48
14-11-2009,T,5,52,48,53
14-11-2009,N,9,81,66,57
15-11-2009,T,1,21,71,34
15-11-2009,N,7,63,45,96
16-11-2009,T,7,42,50,84
16-11-2009,N,6,38,34,46
17-11-2009,T,3,53,22,56
17-11-2009,N,3,68,01,10
18-11-2009,T,1,29,84,24
18-11-2009,N,7,17,81,29
19-11-2009,T,8,88,67,18
19-11-2009,N,2,87,03,89
20-11-2009,T,3,46,27,99
20-11-2009,N,8,55,38,03
21-11-2009,T,9,03,09,67
21-11-2009,N,3,89,61,98
22-11-2009,T,5,28,95,11
22-11-2009,N,3,93,19,45
23-11-2009,T,7,70,11,10
23-11-2009,N,3,39,27,79
24-11-2009,T,3,00,03,61
24-11-2009,N,6,42,67,98
25-11-2009,T,7,80,37,61
25-11-2009,N,6,39,89,41
26-11-2009,T,5,77,49,17
26-11-2009,N,2,57,81,56
27-11-2009,T,7,68,77,62
27-11-2009,N,7,98,08,42
28-11-2009,T,1,63,29,08
28-11-2009,N,9,22,77,70
29-11-2009,T,9,63,48,39
29-11-2009,N,2,84,69,64
30-11-2009,T,4,77,92,58
30-11-2009,N,4,29,75,14
01-12-2009,T,4,52,26,24
01-12-2009,N,8,33,30,36
02-12-2009,T,1,95,15,40
02-12-2009,N,3,64,49,66
03-12-2009,T,8,14,70,64
03-12-2009,N,8,68,86,36
04-12-2009,T,3,82,51,89
04-12-2009,N,7,07,57,15
05-12-2009,T,5,49,82,30
05-12-2009,N,3,89,24,91
06-12-2009,T,7,23,61,07
06-12-2009,N,6,04,89,66
07-12-2009,T,0,23,03,15
07-12-2009,N,0,52,97,84
08-12-2009,T,6,05,78,27
08-12-2009,N,0,84,00,81
09-12-2009,T,8,06,71,58
09-12-2009,N,1,21,65,10
10-12-2009,T,0,53,87,35
10-12-2009,N,6,35,84,63
11-12-2009,T,1,73,75,37
11-12-2009,N,7,82,53,36
12-12-2009,T,3,68,88,46
12-12-2009,N,0,24,95,38
13-12-2009,T,4,27,02,31
13-12-2009,N,0,61,75,10
14-12-2009,T,8,28,65,43
14-12-2009,N,7,89,84,95
15-12-2009,T,8,16,44,77
15-12-2009,N,1,53,94,91
16-12-2009,T,9,10,29,50
16-12-2009,N,7,84,47,25
17-12-2009,T,3,11,91,92
17-12-2009,N,3,99,22,23
18-12-2009,T,2,86,70,64
18-12-2009,N,0,77,26,90
19-12-2009,T,7,63,96,88
19-12-2009,N,4,24,42,20
20-12-2009,T,3,17,53,16
20-12-2009,N,4,53,11,79
21-12-2009,T,5,07,43,78
21-12-2009,N,9,06,85,95
22-12-2009,T,5,06,61,20
22-12-2009,N,6,45,33,74
23-12-2009,T,8,41,69,15
23-12-2009,N,5,14,45,18
24-12-2009,T,1,18,71,95
24-12-2009,N,8,19,44,48
25-12-2009,T,2,49,03,74
25-12-2009,N,0,66,11,19
26-12-2009,T,9,00,52,33
26-12-2009,N,7,18,81,34
27-12-2009,T,4,32,32,54
27-12-2009,N,6,56,79,14
28-12-2009,T,4,52,28,10
28-12-2009,N,1,31,62,64
29-12-2009,T,1,93,73,60
29-12-2009,N,9,97,56,83
30-12-2009,T,3,81,54,74
30-12-2009,N,0,93,08,49
31-12-2009,T,8,49,49,12
31-12-2009,N,9,04,61,05
01-01-2010,T,7,36,87,63
01-01-2010,N,6,35,88,66
02-01-2010,T,6,19,67,00
02-01-2010,N,2,25,89,68
03-01-2010,T,2,86,23,92
03-01-2010,N,1,33,63,65
04-01-2010,T,7,68,57,04
04-01-2010,N,5,99,03,19
05-01-2010,T,1,79,12,14
05-01-2010,N,5,12,65,12
06-01-2010,T,2,77,74,42
06-01-2010,N,8,73,18,62
07-01-2010,T,2,10,03,59
07-01-2010,N,2,77,23,89
08-01-2010,T,6,16,38,18
08-01-2010,N,1,95,73,83
09-01-2010,T,4,56,46,73
09-01-2010,N,7,93,82,15
10-01-2010,T,1,64,95,62
10-01-2010,N,1,39,85,45
11-01-2010,T,7,37,24,48
11-01-2010,N,4,20,78,44
12-01-2010,T,7,65,39,60
12-01-2010,N,1,31,90,65
13-01-2010,T,5,98,64,88
13-01-2010,N,1,55,50,53
14-01-2010,T,2,04,51,52
14-01-2010,N,0,02,11,77
15-01-2010,T,8,57,01,01
15-01-2010,N,9,30,98,63
16-01-2010,T,7,96,48,64
16-01-2010,N,9,42,90,08
17-01-2010,T,0,65,77,05
17-01-2010,N,6,31,68,06
18-01-2010,T,5,86,54,12
18-01-2010,N,1,99,33,73
19-01-2010,T,9,66,11,39
19-01-2010,N,9,40,47,18
20-01-2010,T,1,06,99,99
20-01-2010,N,2,65,13,69
21-01-2010,T,4,50,27,10
21-01-2010,N,2,06,31,52
22-01-2010,T,7,70,62,22
22-01-2010,N,5,25,48,41
23-01-2010,T,5,40,01,35
23-01-2010,N,7,06,77,27
24-01-2010,T,2,02,74,41
24-01-2010,N,3,52,95,35
25-01-2010,T,1,59,74,18
25-01-2010,N,7,64,07,64
26-01-2010,T,3,20,91,89
26-01-2010,N,3,52,35,31
27-01-2010,T,4,57,50,43
27-01-2010,N,8,86,37,93
28-01-2010,T,6,32,15,52
28-01-2010,N,2,05,96,18
29-01-2010,T,8,36,42,79
29-01-2010,N,2,63,66,85
30-01-2010,T,0,15,32,69
30-01-2010,N,6,00,17,46
31-01-2010,T,4,55,62,32
31-01-2010,N,9,79,68,20
01-02-2010,T,2,44,09,90
01-02-2010,N,5,32,00,86
02-02-2010,T,6,36,39,81
02-02-2010,N,6,34,81,63
03-02-2010,T,0,03,40,84
03-02-2010,N,3,09,78,55
04-02-2010,T,9,94,83,80
04-02-2010,N,6,07,37,95
05-02-2010,T,0,44,30,54
05-02-2010,N,5,30,51,35
06-02-2010,T,3,67,30,41
06-02-2010,N,5,61,30,46
07-02-2010,T,5,09,74,87
07-02-2010,N,7,99,74,16
08-02-2010,T,6,65,29,33
08-02-2010,N,0,11,00,76
09-02-2010,T,0,36,36,73
09-02-2010,N,4,46,81,68
10-02-2010,T,6,98,10,64
10-02-2010,N,5,93,03,85
11-02-2010,T,5,45,16,75
11-02-2010,N,1,51,85,30
12-02-2010,T,5,37,47,46
12-02-2010,N,7,59,22,91
13-02-2010,T,2,94,21,39
13-02-2010,N,6,06,24,86
14-02-2010,T,3,71,50,92
14-02-2010,N,5,76,31,95
15-02-2010,T,3,82,94,16
15-02-2010,N,4,63,60,34
16-02-2010,T,3,30,14,24
16-02-2010,N,0,33,82,95
17-02-2010,T,3,09,02,79
17-02-2010,N,3,76,35,80
18-02-2010,T,1,15,86,18
18-02-2010,N,4,72,33,06
19-02-2010,T,6,69,19,34
19-02-2010,N,7,41,39,44
20-02-2010,T,6,24,61,37
20-02-2010,N,0,10,55,11
21-02-2010,T,9,27,37,56
21-02-2010,N,2,64,68,23
22-02-2010,T,2,82,40,91
22-02-2010,N,4,98,65,95
23-02-2010,T,8,89,29,00
23-02-2010,N,4,87,97,40
24-02-2010,T,4,32,69,06
24-02-2010,N,8,68,02,85
25-02-2010,T,8,31,84,34
25-02-2010,N,1,14,89,96
26-02-2010,T,2,40,97,78
26-02-2010,N,7,58,63,24
27-02-2010,T,9,03,72,56
27-02-2010,N,3,63,32,44
28-02-2010,T,4,82,08,06
28-02-2010,N,5,36,04,93
01-03-2010,T,3,83,05,20
01-03-2010,N,9,51,10,63
02-03-2010,T,9,18,26,78
02-03-2010,N,2,02,67,91
03-03-2010,T,1,39,44,79
03-03-2010,N,7,97,78,91
04-03-2010,T,6,26,70,12
04-03-2010,N,7,07,05,85
05-03-2010,T,5,60,29,80
05-03-2010,N,9,91,86,88
06-03-2010,T,8,56,22,63
06-03-2010,N,8,49,39,12
07-03-2010,T,5,58,71,34
07-03-2010,N,4,67,93,78
08-03-2010,T,4,23,19,77
08-03-2010,N,8,20,92,35
09-03-2010,T,4,86,78,78
09-03-2010,N,5,45,57,11
10-03-2010,T,0,39,88,82
10-03-2010,N,3,45,93,70
11-03-2010,T,6,52,17,10
11-03-2010,N,8,08,26,18
12-03-2010,T,5,48,04,17
12-03-2010,N,8,20,41,00
13-03-2010,T,5,22,24,63
13-03-2010,N,2,32,46,59
14-03-2010,T,3,10,90,20
14-03-2010,N,0,84,14,37
15-03-2010,T,0,23,80,98
15-03-2010,N,5,86,96,23
16-03-2010,T,3,76,07,83
16-03-2010,N,5,76,40,00
17-03-2010,T,1,77,57,42
17-03-2010,N,5,46,96,74
18-03-2010,T,8,99,64,41
18-03-2010,N,7,15,07,43
19-03-2010,T,3,23,65,35
19-03-2010,N,7,57,25,06
20-03-2010,T,5,83,27,41
20-03-2010,N,1,97,17,46
21-03-2010,T,5,02,83,85
21-03-2010,N,1,17,03,52
22-03-2010,T,9,53,15,12
22-03-2010,N,4,25,35,61
23-03-2010,T,1,81,23,18
23-03-2010,N,5,59,97,35
24-03-2010,T,1,36,82,00
24-03-2010,N,1,16,07,34
25-03-2010,T,0,75,35,06
25-03-2010,N,0,58,92,48
26-03-2010,T,4,51,44,57
26-03-2010,N,9,29,75,18
27-03-2010,T,1,85,50,99
27-03-2010,N,9,33,96,36
28-03-2010,T,1,66,05,99
28-03-2010,N,9,32,76,39
29-03-2010,T,4,64,88,25
29-03-2010,N,4,30,95,85
30-03-2010,T,9,13,29,28
30-03-2010,N,9,06,92,80
31-03-2010,T,1,20,50,18
31-03-2010,N,7,79,55,35
01-04-2010,T,4,98,39,50
01-04-2010,N,8,24,03,45
02-04-2010,T,3,46,28,71
02-04-2010,N,8,90,86,67
03-04-2010,T,3,40,29,31
03-04-2010,N,3,89,24,78
04-04-2010,T,1,92,82,12
04-04-2010,N,8,02,91,47
05-04-2010,T,3,33,37,62
05-04-2010,N,4,38,27,56
06-04-2010,T,7,79,67,46
06-04-2010,N,2,27,73,47
07-04-2010,T,3,18,10,21
07-04-2010,N,9,13,96,75
08-04-2010,T,3,65,27,02
08-04-2010,N,1,28,44,56
09-04-2010,T,9,05,82,89
09-04-2010,N,5,56,64,65
10-04-2010,T,0,16,59,12
10-04-2010,N,8,67,73,26
11-04-2010,T,4,06,07,59
11-04-2010,N,6,42,03,79
12-04-2010,T,3,67,19,89
12-04-2010,N,9,01,01,01
13-04-2010,T,2,28,99,09
13-04-2010,N,3,42,96,35
14-04-2010,T,8,27,93,85
14-04-2010,N,3,15,88,08
15-04-2010,T,4,06,17,12
15-04-2010,N,0,90,56,44
16-04-2010,T,6,11,64,89
16-04-2010,N,0,13,88,48
17-04-2010,T,7,35,31,42
17-04-2010,N,8,64,82,00
18-04-2010,T,3,17,11,31
18-04-2010,N,8,18,15,17
19-04-2010,T,0,78,48,18
19-04-2010,N,3,99,93,83
20-04-2010,T,9,51,99,78
20-04-2010,N,7,80,25,58
21-04-2010,T,3,10,68,54
21-04-2010,N,6,19,24,15
22-04-2010,T,2,64,88,23
22-04-2010,N,7,13,67,39
23-04-2010,T,8,16,27,96
23-04-2010,N,0,17,93,50
24-04-2010,T,5,95,49,21
24-04-2010,N,5,39,71,15
25-04-2010,T,6,40,41,57
25-04-2010,N,0,65,80,09
26-04-2010,T,5,36,03,06
26-04-2010,N,7,38,87,23
27-04-2010,T,9,38,28,00
27-04-2010,N,4,90,61,16
28-04-2010,T,9,43,71,62
28-04-2010,N,5,13,86,91
29-04-2010,T,0,35,77,69
29-04-2010,N,2,95,82,35
30-04-2010,T,3,48,23,29
30-04-2010,N,8,00,01,20
01-05-2010,T,1,36,51,14
01-05-2010,N,4,77,45,77
02-05-2010,T,8,37,92,52
02-05-2010,N,8,79,02,80
03-05-2010,T,4,96,84,44
03-05-2010,N,4,88,39,19
04-05-2010,T,2,32,36,76
04-05-2010,N,4,71,12,32
05-05-2010,T,1,73,70,02
05-05-2010,N,8,68,46,37
06-05-2010,T,3,87,86,14
06-05-2010,N,7,43,42,13
07-05-2010,T,0,03,03,65
07-05-2010,N,6,81,66,00
08-05-2010,T,1,35,64,91
08-05-2010,N,3,38,47,87
09-05-2010,T,3,54,15,34
09-05-2010,N,7,19,58,23
10-05-2010,T,1,60,78,95
10-05-2010,N,6,79,16,76
11-05-2010,T,3,18,38,60
11-05-2010,N,1,37,81,48
12-05-2010,T,6,89,44,89
12-05-2010,N,2,28,51,37
13-05-2010,T,7,77,53,86
13-05-2010,N,5,15,16,29
14-05-2010,T,8,02,92,24
14-05-2010,N,1,93,92,82
15-05-2010,T,9,13,39,38
15-05-2010,N,1,49,78,21
16-05-2010,T,2,32,06,04
16-05-2010,N,7,02,45,99
17-05-2010,T,0,60,29,51
17-05-2010,N,4,03,55,57
18-05-2010,T,5,62,03,14
18-05-2010,N,7,81,32,04
19-05-2010,T,4,21,27,13
19-05-2010,N,2,65,13,88
20-05-2010,T,3,87,05,17
20-05-2010,N,3,09,96,99
21-05-2010,T,4,08,84,46
21-05-2010,N,7,83,19,31
22-05-2010,T,0,42,03,89
22-05-2010,N,7,81,94,69
23-05-2010,T,3,94,78,40
23-05-2010,N,7,75,19,61
24-05-2010,T,5,11,78,36
24-05-2010,N,2,98,25,16
25-05-2010,T,6,06,86,59
25-05-2010,N,1,55,04,02
26-05-2010,T,4,04,60,46
26-05-2010,N,0,84,95,44
27-05-2010,T,3,37,77,49
27-05-2010,N,0,79,23,67
28-05-2010,T,4,59,38,42
28-05-2010,N,8,78,97,75
29-05-2010,T,0,88,65,63
29-05-2010,N,8,80,43,70
30-05-2010,T,7,62,07,45
30-05-2010,N,0,64,45,02
31-05-2010,T,5,13,28,74
31-05-2010,N,7,88,80,96
01-06-2010,T,7,16,43,64
01-06-2010,N,5,46,79,78
02-06-2010,T,0,33,30,90
02-06-2010,N,5,16,02,04
03-06-2010,T,8,25,33,84
03-06-2010,N,0,50,02,48
04-06-2010,T,7,32,92,74
04-06-2010,N,8,00,46,86
05-06-2010,T,2,21,42,69
05-06-2010,N,9,30,95,60
06-06-2010,T,5,39,55,02
06-06-2010,N,9,08,30,42
07-06-2010,T,2,01,07,62
07-06-2010,N,0,20,63,21
08-06-2010,T,4,54,61,72
08-06-2010,N,3,20,13,34
09-06-2010,T,9,82,51,98
09-06-2010,N,6,07,89,33
10-06-2010,T,2,43,12,72
10-06-2010,N,2,18,04,49
11-06-2010,T,6,04,46,47
11-06-2010,N,2,37,58,64
12-06-2010,T,5,84,97,93
12-06-2010,N,0,28,33,68
13-06-2010,T,2,69,55,12
13-06-2010,N,6,32,34,50
14-06-2010,T,2,57,99,71
14-06-2010,N,5,87,52,63
15-06-2010,T,0,33,67,56
15-06-2010,N,4,69,99,71
16-06-2010,T,7,14,09,65
16-06-2010,N,4,73,87,33
17-06-2010,T,7,75,50,29
17-06-2010,N,2,05,49,26
18-06-2010,T,1,34,79,33
18-06-2010,N,2,95,34,61
19-06-2010,T,3,39,41,59
19-06-2010,N,9,50,30,55
20-06-2010,T,4,98,81,10
20-06-2010,N,8,22,91,07
21-06-2010,T,4,40,22,70
21-06-2010,N,3,85,67,05
22-06-2010,T,8,83,96,21
22-06-2010,N,4,16,76,61
23-06-2010,T,4,16,63,13
23-06-2010,N,8,82,99,50
24-06-2010,T,8,01,06,73
24-06-2010,N,2,39,27,37
25-06-2010,T,8,85,62,97
25-06-2010,N,7,49,89,27
26-06-2010,T,7,47,93,63
26-06-2010,N,7,72,08,31
27-06-2010,T,8,85,75,05
27-06-2010,N,7,43,40,39
28-06-2010,T,1,65,12,40
28-06-2010,N,2,91,71,10
29-06-2010,T,7,29,90,76
29-06-2010,N,6,64,53,13
30-06-2010,T,8,49,05,17
30-06-2010,N,0,21,09,84
01-07-2010,T,2,94,28,60
01-07-2010,N,5,14,49,24
02-07-2010,T,4,48,36,62
02-07-2010,N,3,70,32,02
03-07-2010,T,4,69,66,57
03-07-2010,N,2,22,40,88
04-07-2010,T,2,84,63,97
04-07-2010,N,1,68,64,19
05-07-2010,T,6,23,08,14
05-07-2010,N,8,56,49,96
06-07-2010,T,0,16,15,35
06-07-2010,N,3,79,23,92
07-07-2010,T,6,87,77,75
07-07-2010,N,2,59,71,10
08-07-2010,T,4,52,18,88
08-07-2010,N,7,10,13,62
09-07-2010,T,1,72,18,07
09-07-2010,N,5,60,35,74
10-07-2010,T,5,43,63,23
10-07-2010,N,2,30,62,82
11-07-2010,T,0,74,81,39
11-07-2010,N,9,01,97,46
12-07-2010,T,3,61,24,02
12-07-2010,N,6,88,78,70
13-07-2010,T,5,85,12,73
13-07-2010,N,2,69,79,83
14-07-2010,T,2,71,93,97
14-07-2010,N,4,48,14,28
15-07-2010,T,3,29,21,46
15-07-2010,N,5,86,14,75
16-07-2010,T,3,46,90,04
16-07-2010,N,4,05,59,78
17-07-2010,T,9,94,00,96
17-07-2010,N,4,23,03,14
18-07-2010,T,6,44,27,95
18-07-2010,N,1,64,16,76
19-07-2010,T,0,46,16,62
19-07-2010,N,0,09,50,42
20-07-2010,T,0,72,78,91
20-07-2010,N,2,20,22,46
21-07-2010,T,3,36,38,03
21-07-2010,N,1,92,73,09
22-07-2010,T,1,85,95,65
22-07-2010,N,4,41,11,61
23-07-2010,T,4,27,00,94
23-07-2010,N,7,97,36,12
24-07-2010,T,4,63,19,25
24-07-2010,N,7,42,16,80
25-07-2010,T,2,84,42,66
25-07-2010,N,6,93,81,78
26-07-2010,T,2,07,79,08
26-07-2010,N,7,46,00,67
27-07-2010,T,4,14,09,10
27-07-2010,N,4,45,11,14
28-07-2010,T,3,87,79,76
28-07-2010,N,1,59,03,99
29-07-2010,T,8,41,82,39
29-07-2010,N,1,39,63,11
30-07-2010,T,3,32,90,76
30-07-2010,N,4,17,90,46
31-07-2010,T,8,87,84,20
31-07-2010,N,8,18,03,87
01-08-2010,T,2,94,72,81
01-08-2010,N,1,08,96,88
02-08-2010,T,4,71,85,09
02-08-2010,N,8,27,79,04
03-08-2010,T,2,05,55,60
03-08-2010,N,0,52,92,41
04-08-2010,T,1,46,83,63
04-08-2010,N,3,05,99,82
05-08-2010,T,1,53,41,31
05-08-2010,N,0,53,95,65
06-08-2010,T,3,40,50,44
06-08-2010,N,2,86,49,45
07-08-2010,T,9,45,84,14
07-08-2010,N,1,03,19,20
08-08-2010,T,2,17,56,21
08-08-2010,N,6,39,48,27
09-08-2010,T,3,79,59,68
09-08-2010,N,6,73,25,37
10-08-2010,T,0,81,05,54
10-08-2010,N,2,15,63,72
11-08-2010,T,5,12,28,07
11-08-2010,N,0,88,67,33
12-08-2010,T,4,43,18,92
12-08-2010,N,7,85,01,68
13-08-2010,T,9,31,80,47
13-08-2010,N,4,68,75,41
14-08-2010,T,6,69,07,58
14-08-2010,N,7,79,22,61
15-08-2010,T,1,08,42,41
15-08-2010,N,9,16,67,53
16-08-2010,T,9,97,00,09
16-08-2010,N,9,85,42,69
